BookID,Title,Author,YearPublished,Genre,Price,CopiesAvailable,Rating
1187,War and Peace,Jane Austen,2006,Horror,603,5,7.9
1188,To Kill a Mockingbird,Leo Tolstoy,1957,Fiction,832,4,0.2
1189,The Odyssey,Homer,1914,Drama,418,20,2.7
1190,1984,George Orwell,1901,Adventure,392,20,7.8
1191,Moby Dick,Homer,1987,Science Fiction,720,9,7.5
1192,Moby Dick,George Orwell,2004,Fantasy,113,11,8.6
1193,War and Peace,Charlotte Bronte,1997,Adventure,803,18,6.2
1194,Moby Dick,Homer,1991,Mystery,220,18,5.4
1195,Moby Dick,Harper Lee,2022,Drama,364,12,9.5
1196,The Odyssey,Leo Tolstoy,1959,Classic,279,12,7.1
1197,War and Peace,Jane Austen,1921,Romance,932,10,0.4
1198,Pride and Prejudice,Leo Tolstoy,1934,Classic,119,17,6.7
1199,To Kill a Mockingbird,Herman Melville,1959,Drama,790,6,0.8
1200,The Great Gatsby,Homer,1905,Drama,327,17,3
1201,1984,Herman Melville,1937,Fantasy,860,19,4.8
1202,Jane Eyre,Jane Austen,2006,Fiction,672,3,8.7
1203,The Great Gatsby,Charlotte Bronte,1972,Biography,326,6,3
1204,Jane Eyre,Herman Melville,1906,Mystery,794,1,1.2
1205,War and Peace,Homer,1908,Science Fiction,838,12,7.2
1206,Pride and Prejudice,J.D. Salinger,1930,Mystery,171,6,7.5
1207,Moby Dick,Homer,1945,Fiction,626,15,6.7
1208,1984,Herman Melville,2003,Fantasy,288,18,8.9
1209,Ulysses,James Joyce,1979,Horror,776,7,9.6
1210,The Catcher in the Rye,Charlotte Bronte,1978,Mystery,105,11,7.7
1211,To Kill a Mockingbird,Leo Tolstoy,1967,Science Fiction,177,12,0.4
1212,Jane Eyre,F. Scott Fitzgerald,1935,Drama,812,11,1.3
1213,War and Peace,Jane Austen,1921,Biography,450,3,7.8
1214,Jane Eyre,F. Scott Fitzgerald,1953,Mystery,455,5,8.1
1215,The Catcher in the Rye,Leo Tolstoy,2020,Science Fiction,924,15,9.8
1216,Ulysses,Leo Tolstoy,1946,Biography,534,16,7.4
1217,The Catcher in the Rye,Harper Lee,1956,Adventure,906,20,3.3
1218,Pride and Prejudice,Jane Austen,1940,Fantasy,964,14,0.1
1219,Moby Dick,Charlotte Bronte,1995,Horror,870,19,6.5
1220,Moby Dick,George Orwell,1920,Drama,309,7,7.4
1221,Pride and Prejudice,Homer,1925,Romance,522,11,5.7
1222,Pride and Prejudice,Harper Lee,1988,Fantasy,368,17,5.3
1223,To Kill a Mockingbird,Leo Tolstoy,1904,Fiction,363,6,3.7
1224,Jane Eyre,F. Scott Fitzgerald,1954,Fiction,968,8,4.6
1225,Moby Dick,George Orwell,1960,Science Fiction,966,13,8.6
1226,Ulysses,Harper Lee,2004,Biography,580,20,3.2
1227,Moby Dick,Jane Austen,1960,Classic,862,14,7.4
1228,The Great Gatsby,Charlotte Bronte,2013,Science Fiction,436,4,7
1229,The Catcher in the Rye,Homer,1991,Fiction,204,7,7.2
1230,The Great Gatsby,James Joyce,1936,Romance,261,19,7.6
1231,Pride and Prejudice,Herman Melville,1981,Adventure,887,5,3.8
1232,The Great Gatsby,Jane Austen,1903,Science Fiction,322,2,9.9
1233,Ulysses,Leo Tolstoy,1979,Fantasy,132,1,2.7
1234,Pride and Prejudice,J.D. Salinger,1927,Biography,730,14,7.5
1235,War and Peace,Leo Tolstoy,2013,Classic,147,15,4.8
1236,The Catcher in the Rye,Homer,1920,Fantasy,107,6,7.9
1237,The Odyssey,Herman Melville,1989,Romance,280,18,4.5
1238,1984,Leo Tolstoy,1971,Drama,385,12,3.9
1239,Jane Eyre,J.D. Salinger,1981,Fantasy,718,19,9.9
1240,Jane Eyre,Harper Lee,1910,Adventure,877,6,5.2
1241,Pride and Prejudice,James Joyce,2007,Romance,906,18,6
1242,The Great Gatsby,Charlotte Bronte,1913,Fiction,944,16,9.5
1243,The Great Gatsby,James Joyce,1971,Romance,512,10,0.3
1244,Moby Dick,F. Scott Fitzgerald,2002,Romance,788,14,9.8
1245,Ulysses,J.D. Salinger,2021,Classic,446,14,8.3
1246,The Odyssey,Charlotte Bronte,1928,Science Fiction,295,16,5.8
1247,Jane Eyre,Leo Tolstoy,1960,Drama,720,18,5
1248,Pride and Prejudice,Leo Tolstoy,1946,Fantasy,945,7,4.5
1249,The Catcher in the Rye,F. Scott Fitzgerald,1925,Romance,519,7,4.7
1250,War and Peace,George Orwell,1982,Fantasy,276,3,7.6
1251,Ulysses,George Orwell,1905,Biography,734,8,2.2
1252,War and Peace,Herman Melville,1982,Mystery,233,3,3
1253,The Catcher in the Rye,Herman Melville,1990,Classic,493,15,3.8
1254,To Kill a Mockingbird,Herman Melville,1970,Drama,823,14,9.5
1255,Moby Dick,Leo Tolstoy,1960,Biography,528,6,1
1256,The Catcher in the Rye,Herman Melville,1992,Mystery,574,9,2.5
1257,The Odyssey,James Joyce,1962,Mystery,475,8,0.4
1258,The Great Gatsby,J.D. Salinger,1975,Horror,836,6,4.7
1259,Ulysses,J.D. Salinger,1963,Romance,911,8,2.7
1260,Jane Eyre,Charlotte Bronte,1988,Science Fiction,865,14,9.6
1261,Pride and Prejudice,Charlotte Bronte,1988,Romance,333,6,2.2
1262,War and Peace,Jane Austen,1977,Horror,533,9,6.2
1263,Pride and Prejudice,Homer,1947,Fantasy,250,7,6.5
1264,To Kill a Mockingbird,F. Scott Fitzgerald,1916,Drama,983,10,0.6
1265,The Great Gatsby,Charlotte Bronte,2019,Horror,883,11,4.7
1266,To Kill a Mockingbird,James Joyce,1996,Mystery,973,7,3.1
1267,War and Peace,Herman Melville,1995,Romance,961,18,3.4
1268,To Kill a Mockingbird,James Joyce,1978,Classic,554,20,4.2
1269,Jane Eyre,F. Scott Fitzgerald,2019,Classic,310,17,6
1270,1984,F. Scott Fitzgerald,1941,Horror,330,18,6.9
1271,Ulysses,James Joyce,1970,Adventure,336,8,1
1272,Pride and Prejudice,Homer,1923,Adventure,209,10,0.6
1273,To Kill a Mockingbird,F. Scott Fitzgerald,2023,Romance,652,12,6.6
1274,Moby Dick,Jane Austen,1965,Fantasy,119,1,2.2
1275,War and Peace,George Orwell,1957,Fiction,576,10,1.5
1276,The Great Gatsby,F. Scott Fitzgerald,1987,Biography,614,1,4.7
1277,Ulysses,J.D. Salinger,1906,Romance,501,3,6.6
1278,War and Peace,Harper Lee,2024,Adventure,482,9,1.9
1279,1984,F. Scott Fitzgerald,1985,Horror,181,6,2.3
1280,Ulysses,Herman Melville,1965,Adventure,730,5,7
1281,Pride and Prejudice,George Orwell,1974,Drama,864,20,8.2
1282,The Odyssey,J.D. Salinger,1946,Adventure,165,17,6.6
1283,The Odyssey,Jane Austen,1999,Horror,134,4,1.9
1284,To Kill a Mockingbird,James Joyce,2009,Drama,738,17,8.3
1285,1984,Leo Tolstoy,2006,Adventure,641,7,8.2
1286,To Kill a Mockingbird,J.D. Salinger,1916,Science Fiction,137,4,1.9
1287,Moby Dick,Charlotte Bronte,1919,Romance,547,15,3
1288,The Odyssey,Leo Tolstoy,1943,Drama,358,1,9.6
1289,To Kill a Mockingbird,Herman Melville,1988,Biography,782,11,3.3
1290,The Great Gatsby,George Orwell,2002,Biography,950,12,3.2
1291,Pride and Prejudice,George Orwell,1986,Drama,636,19,8.5
1292,1984,James Joyce,1928,Drama,770,8,8.5
1293,Moby Dick,George Orwell,1970,Horror,644,12,1.6
1294,To Kill a Mockingbird,J.D. Salinger,1943,Drama,259,16,9.6
1295,Pride and Prejudice,Herman Melville,2011,Biography,349,18,7.7
1296,To Kill a Mockingbird,Leo Tolstoy,1960,Horror,755,7,1.9
1297,Jane Eyre,Jane Austen,2010,Romance,885,15,9.1
1298,War and Peace,Leo Tolstoy,1996,Science Fiction,348,9,4.6
1299,The Odyssey,Harper Lee,1940,Science Fiction,106,12,6
1300,Jane Eyre,James Joyce,1938,Classic,663,7,3.9
1301,Jane Eyre,Harper Lee,1921,Fantasy,183,8,0.6
1302,Jane Eyre,Herman Melville,1974,Adventure,768,5,2.9
1303,To Kill a Mockingbird,James Joyce,1906,Science Fiction,963,11,1.6
1304,To Kill a Mockingbird,F. Scott Fitzgerald,1915,Romance,299,10,2.8
1305,Moby Dick,Herman Melville,2021,Adventure,993,5,8.3
1306,War and Peace,Harper Lee,1911,Romance,553,1,5
1307,1984,Charlotte Bronte,2024,Romance,670,18,6.1
1308,Pride and Prejudice,George Orwell,1920,Fantasy,329,11,7
1309,Pride and Prejudice,James Joyce,1953,Horror,619,3,8.2
1310,To Kill a Mockingbird,Homer,1934,Adventure,188,9,6.5
1311,The Catcher in the Rye,Jane Austen,1916,Fiction,723,10,3.2
1312,Ulysses,Harper Lee,1973,Fantasy,650,12,3.6
1313,The Catcher in the Rye,Homer,1948,Fiction,307,5,2.1
1314,To Kill a Mockingbird,Homer,1949,Fantasy,239,13,0.4
1315,War and Peace,Harper Lee,1991,Science Fiction,113,10,9.9
1316,War and Peace,Leo Tolstoy,1921,Drama,354,16,9.3
1317,1984,Homer,2006,Fantasy,402,19,2.1
1318,1984,George Orwell,1901,Science Fiction,410,10,0.5
1319,War and Peace,Homer,1936,Romance,690,11,5.6
1320,The Catcher in the Rye,James Joyce,1962,Adventure,315,14,6.7
1321,Jane Eyre,Charlotte Bronte,1992,Romance,926,12,5.1
1322,The Odyssey,Herman Melville,1951,Adventure,831,5,3.4
1323,To Kill a Mockingbird,Herman Melville,2006,Adventure,511,19,5.7
1324,1984,George Orwell,1973,Classic,460,20,5.7
1325,Moby Dick,F. Scott Fitzgerald,2007,Fantasy,587,4,3.5
1326,Ulysses,F. Scott Fitzgerald,1941,Adventure,451,15,7.5
1327,War and Peace,Herman Melville,1986,Biography,320,20,1.7
1328,1984,Charlotte Bronte,2009,Drama,344,15,4.1
1329,Pride and Prejudice,James Joyce,1978,Mystery,332,1,7.8
1330,Pride and Prejudice,Harper Lee,2014,Biography,120,1,5.6
1331,Jane Eyre,Charlotte Bronte,1952,Drama,861,17,6.9
1332,Jane Eyre,Herman Melville,1965,Drama,867,3,2.4
1333,Ulysses,Leo Tolstoy,1909,Drama,844,19,8.8
1334,The Great Gatsby,F. Scott Fitzgerald,1982,Romance,633,13,4.7
1335,Pride and Prejudice,Homer,2014,Romance,519,8,8.8
1336,Pride and Prejudice,Jane Austen,1989,Fantasy,683,2,8.9
1337,To Kill a Mockingbird,Jane Austen,1947,Science Fiction,828,5,7.3
1338,The Odyssey,J.D. Salinger,1990,Biography,710,1,7.9
1339,To Kill a Mockingbird,George Orwell,1992,Classic,397,12,0.1
1340,War and Peace,Leo Tolstoy,1960,Classic,509,13,0.1
1341,Moby Dick,Homer,1904,Fiction,359,13,6.7
1342,War and Peace,Herman Melville,2020,Adventure,362,12,9
1343,War and Peace,Harper Lee,2002,Romance,105,9,1.7
1344,To Kill a Mockingbird,Leo Tolstoy,1967,Drama,932,6,6.5
1345,The Great Gatsby,Charlotte Bronte,1965,Horror,540,12,5.1
1346,1984,F. Scott Fitzgerald,1959,Classic,250,3,9.6
1347,Jane Eyre,J.D. Salinger,1924,Biography,119,3,7.5
1348,War and Peace,Harper Lee,1930,Biography,281,19,4.3
1349,The Odyssey,Jane Austen,1926,Fantasy,235,16,3.1
1350,Ulysses,F. Scott Fitzgerald,1977,Romance,587,13,5.8
1351,Jane Eyre,J.D. Salinger,1966,Science Fiction,699,16,0.4
1352,Moby Dick,George Orwell,1970,Science Fiction,234,19,1.4
1353,1984,Herman Melville,1909,Classic,802,17,7.6
1354,The Catcher in the Rye,Harper Lee,1921,Biography,438,6,7.7
1355,To Kill a Mockingbird,J.D. Salinger,1901,Adventure,407,20,8.7
1356,The Catcher in the Rye,Herman Melville,1926,Adventure,442,20,5.6
1357,The Great Gatsby,J.D. Salinger,1998,Adventure,634,14,7.2
1358,War and Peace,Jane Austen,1926,Fiction,100,8,9.4
1359,To Kill a Mockingbird,Charlotte Bronte,1913,Adventure,242,10,2.2
1360,The Catcher in the Rye,Jane Austen,2017,Adventure,491,17,8.2
1361,1984,Leo Tolstoy,1933,Mystery,610,19,6.2
1362,War and Peace,F. Scott Fitzgerald,1958,Fiction,800,18,0.9
1363,War and Peace,Charlotte Bronte,1961,Drama,976,9,4.9
1364,Ulysses,F. Scott Fitzgerald,1924,Adventure,662,8,3.8
1365,The Catcher in the Rye,Harper Lee,1961,Fiction,229,15,8.8
1366,The Catcher in the Rye,J.D. Salinger,1973,Fiction,114,9,0.8
1367,Moby Dick,James Joyce,1943,Fiction,804,7,2.3
1368,The Catcher in the Rye,Harper Lee,1989,Biography,837,14,0.7
1369,Ulysses,Leo Tolstoy,1941,Biography,481,5,3.4
1370,The Odyssey,F. Scott Fitzgerald,1998,Drama,238,17,9
1371,The Catcher in the Rye,J.D. Salinger,1904,Adventure,704,10,9.8
1372,War and Peace,Jane Austen,2002,Romance,454,13,2.2
1373,The Catcher in the Rye,J.D. Salinger,1925,Horror,540,14,7.3
1374,The Catcher in the Rye,Charlotte Bronte,1903,Science Fiction,599,9,2
1375,Moby Dick,George Orwell,1916,Fantasy,391,20,7.9
1376,1984,James Joyce,2013,Biography,460,18,5.1
1377,Pride and Prejudice,Charlotte Bronte,2016,Romance,745,16,9
1378,The Great Gatsby,Harper Lee,1912,Fiction,466,10,9.6
1379,Moby Dick,George Orwell,1955,Adventure,706,3,7
1380,The Catcher in the Rye,Homer,1912,Fantasy,115,20,0.3
1381,Pride and Prejudice,Leo Tolstoy,1964,Science Fiction,486,4,7.2
1382,Ulysses,Homer,1913,Biography,726,17,1.2
1383,Pride and Prejudice,George Orwell,1960,Fantasy,356,14,5.1
1384,Moby Dick,George Orwell,1988,Biography,604,20,5.2
1385,Ulysses,James Joyce,1999,Horror,833,6,8.6
1386,1984,Jane Austen,2008,Drama,341,2,9.4
1387,The Catcher in the Rye,James Joyce,1928,Drama,309,13,6.2
1388,1984,Homer,1918,Drama,615,14,7.3
1389,Pride and Prejudice,J.D. Salinger,1910,Romance,244,19,3.7
1390,The Odyssey,J.D. Salinger,2005,Drama,543,3,3.7
1391,The Catcher in the Rye,Herman Melville,1901,Biography,231,1,2
1392,Jane Eyre,Jane Austen,1983,Romance,502,16,8.4
1393,The Catcher in the Rye,Harper Lee,1958,Romance,594,7,5.8
1394,War and Peace,Leo Tolstoy,1915,Fantasy,712,1,3
1395,The Odyssey,F. Scott Fitzgerald,1992,Science Fiction,777,11,2.5
1396,The Great Gatsby,James Joyce,2023,Classic,408,18,1.3
1397,1984,James Joyce,1922,Science Fiction,667,11,1.2
1398,1984,Charlotte Bronte,2000,Science Fiction,608,2,6.3
1399,The Catcher in the Rye,Leo Tolstoy,1966,Horror,152,20,7.2
1400,The Odyssey,Leo Tolstoy,1989,Romance,364,14,9.2
1401,Moby Dick,J.D. Salinger,1988,Drama,804,8,6
1402,To Kill a Mockingbird,Charlotte Bronte,1906,Fantasy,632,20,0.7
1403,1984,James Joyce,1911,Classic,376,9,9.7
1404,The Odyssey,Charlotte Bronte,1944,Mystery,902,20,3.7
1405,To Kill a Mockingbird,F. Scott Fitzgerald,1925,Biography,633,1,10
1406,Jane Eyre,J.D. Salinger,1961,Adventure,281,5,3.9
1407,The Catcher in the Rye,George Orwell,1919,Romance,653,11,0.6
1408,Jane Eyre,Homer,1995,Adventure,524,4,1.9
1409,Moby Dick,Jane Austen,1937,Biography,487,18,5.3
1410,1984,Herman Melville,2009,Mystery,872,7,0.4
1411,The Catcher in the Rye,Harper Lee,1925,Fantasy,835,6,1.7
1412,Pride and Prejudice,Herman Melville,1996,Horror,409,18,2.7
1413,The Odyssey,Harper Lee,1986,Fiction,724,14,5.2
1414,The Odyssey,Homer,1938,Classic,100,9,3.4
1415,Jane Eyre,Jane Austen,1903,Romance,953,19,9.7
1416,War and Peace,J.D. Salinger,1928,Science Fiction,475,17,3.1
1417,Pride and Prejudice,Leo Tolstoy,1949,Fantasy,592,13,2.7
1418,Ulysses,Harper Lee,1916,Classic,495,14,10
1419,The Catcher in the Rye,Jane Austen,2013,Fiction,503,3,1.1
1420,The Great Gatsby,J.D. Salinger,1973,Classic,181,16,2.5
1421,Moby Dick,Jane Austen,1913,Biography,373,2,8.8
1422,The Great Gatsby,Jane Austen,1901,Fiction,533,1,5.7
1423,Jane Eyre,Charlotte Bronte,1951,Horror,778,18,2.6
1424,1984,F. Scott Fitzgerald,1957,Romance,710,10,6
1425,Moby Dick,James Joyce,1995,Fantasy,114,8,1.4
1426,The Great Gatsby,F. Scott Fitzgerald,1987,Biography,929,2,2.2
1427,The Catcher in the Rye,Jane Austen,1915,Horror,797,20,6.5
1428,The Odyssey,George Orwell,1903,Fiction,998,5,6
1429,The Great Gatsby,Charlotte Bronte,1987,Fantasy,435,15,3.8
1430,Ulysses,J.D. Salinger,2017,Biography,498,8,8.8
1431,The Odyssey,J.D. Salinger,2012,Classic,775,7,1.6
1432,To Kill a Mockingbird,James Joyce,1968,Mystery,800,10,3.4
1433,The Odyssey,Herman Melville,1911,Classic,660,18,4.9
1434,Ulysses,F. Scott Fitzgerald,1954,Romance,306,3,6.4
1435,The Catcher in the Rye,Harper Lee,1944,Classic,535,8,7.7
1436,To Kill a Mockingbird,Harper Lee,1922,Fantasy,417,2,4
1437,Moby Dick,F. Scott Fitzgerald,2017,Horror,234,10,10
1438,Moby Dick,J.D. Salinger,1957,Fiction,567,7,9.3
1439,To Kill a Mockingbird,Homer,1965,Horror,998,10,0.9
1440,The Catcher in the Rye,James Joyce,1913,Drama,173,7,0.5
1441,To Kill a Mockingbird,James Joyce,1973,Biography,996,13,5.6
1442,Jane Eyre,Jane Austen,1951,Fiction,928,1,5.8
1443,1984,George Orwell,2019,Romance,239,16,5.2
1444,The Catcher in the Rye,Leo Tolstoy,2014,Adventure,260,20,5.6
1445,The Great Gatsby,James Joyce,1961,Fantasy,213,15,3.1
1446,The Catcher in the Rye,Jane Austen,2018,Drama,568,17,4.5
1447,Moby Dick,James Joyce,1940,Drama,550,10,6.1
1448,To Kill a Mockingbird,George Orwell,1907,Science Fiction,169,2,0.5
1449,War and Peace,Charlotte Bronte,1951,Drama,509,8,4.2
1450,Moby Dick,James Joyce,1992,Science Fiction,330,13,5.1
1451,Ulysses,Charlotte Bronte,1962,Horror,482,3,0.1
1452,1984,George Orwell,1979,Fantasy,673,5,4.4
1453,Moby Dick,Leo Tolstoy,1942,Drama,724,19,10
1454,The Great Gatsby,Jane Austen,1915,Mystery,504,13,2.8
1455,Pride and Prejudice,Herman Melville,1935,Horror,279,16,4.8
1456,Ulysses,Herman Melville,1912,Classic,586,6,6.2
1457,To Kill a Mockingbird,Harper Lee,1917,Classic,425,7,1.4
1458,The Catcher in the Rye,Charlotte Bronte,1992,Drama,675,20,0.1
1459,1984,Jane Austen,1928,Fiction,302,16,7.6
1460,Ulysses,Homer,2011,Classic,251,14,1.7
1461,The Catcher in the Rye,Harper Lee,2023,Classic,875,20,3.6
1462,War and Peace,Homer,1934,Adventure,847,5,8.8
1463,The Great Gatsby,Harper Lee,1938,Horror,184,19,8.6
1464,The Great Gatsby,J.D. Salinger,1989,Fiction,441,10,5.1
1465,The Great Gatsby,Homer,1982,Drama,815,15,9.2
1466,The Great Gatsby,Harper Lee,1986,Biography,182,13,4.3
1467,Ulysses,George Orwell,1935,Fiction,281,13,9.5
1468,The Catcher in the Rye,J.D. Salinger,1933,Mystery,562,20,0.5
1469,Ulysses,J.D. Salinger,1989,Adventure,530,9,6.9
1470,Jane Eyre,Herman Melville,1946,Science Fiction,832,4,5.6
1471,The Great Gatsby,Homer,2004,Drama,245,4,2.5
1472,Moby Dick,Herman Melville,1927,Drama,858,13,0.9
1473,Moby Dick,Herman Melville,1907,Biography,283,17,7.9
1474,The Catcher in the Rye,Herman Melville,1921,Horror,617,13,1.6
1475,Ulysses,George Orwell,2002,Fantasy,328,8,1.8
1476,To Kill a Mockingbird,Jane Austen,1941,Science Fiction,954,20,8.6
1477,To Kill a Mockingbird,Leo Tolstoy,1957,Horror,331,5,4.9
1478,War and Peace,Charlotte Bronte,1968,Adventure,498,11,3.1
1479,1984,F. Scott Fitzgerald,1976,Adventure,614,6,9.1
1480,Pride and Prejudice,Homer,1951,Drama,131,20,9.5
1481,The Odyssey,Charlotte Bronte,2019,Fiction,641,18,7.5
1482,1984,F. Scott Fitzgerald,1920,Biography,937,20,2
1483,Ulysses,Jane Austen,1997,Science Fiction,281,6,0.8
1484,The Odyssey,Charlotte Bronte,1916,Fantasy,317,5,8.6
1485,The Odyssey,Jane Austen,1938,Adventure,129,11,9.7
1486,1984,Harper Lee,1912,Mystery,106,1,2.4
1487,The Catcher in the Rye,Charlotte Bronte,1917,Horror,775,5,8.7
1488,War and Peace,George Orwell,1904,Mystery,388,4,7.3
1489,The Odyssey,Harper Lee,1935,Fantasy,939,11,3.8
1490,War and Peace,George Orwell,1924,Horror,784,15,6
1491,Jane Eyre,F. Scott Fitzgerald,1933,Biography,807,19,7.5
1492,The Great Gatsby,Charlotte Bronte,1943,Romance,692,15,3.8
1493,Jane Eyre,Leo Tolstoy,1994,Horror,179,17,8.5
1494,To Kill a Mockingbird,J.D. Salinger,1971,Drama,700,4,6.2
1495,The Odyssey,Jane Austen,1954,Science Fiction,435,5,4.3
1496,The Great Gatsby,Harper Lee,1985,Biography,890,18,0.3
1497,1984,Leo Tolstoy,1974,Science Fiction,948,4,4.9
1498,War and Peace,George Orwell,2011,Fiction,235,19,3.5
1499,The Great Gatsby,F. Scott Fitzgerald,2021,Mystery,580,6,7.9
1500,Pride and Prejudice,Leo Tolstoy,1956,Biography,635,4,9.8
1501,The Catcher in the Rye,Jane Austen,1994,Classic,794,11,9.2
1502,Moby Dick,Leo Tolstoy,1939,Biography,432,7,10
1503,To Kill a Mockingbird,Charlotte Bronte,1932,Adventure,384,3,1.4
1504,Pride and Prejudice,Leo Tolstoy,1902,Mystery,560,5,3.4
1505,Ulysses,Jane Austen,1919,Adventure,156,18,7
1506,To Kill a Mockingbird,Charlotte Bronte,1959,Science Fiction,296,2,1
1507,Pride and Prejudice,Harper Lee,2000,Fantasy,347,8,6.8
1508,Moby Dick,George Orwell,1991,Fiction,375,5,9.7
1509,The Great Gatsby,Charlotte Bronte,2000,Science Fiction,921,19,2.6
1510,1984,Leo Tolstoy,2023,Mystery,275,16,0.7
1511,The Catcher in the Rye,Harper Lee,1937,Fantasy,755,4,6.1
1512,War and Peace,Leo Tolstoy,1937,Fiction,276,17,9.6
1513,Pride and Prejudice,J.D. Salinger,2009,Science Fiction,431,12,0.1
1514,The Odyssey,Homer,2009,Mystery,604,7,8.5
1515,Pride and Prejudice,Harper Lee,1973,Mystery,137,19,5
1516,1984,Herman Melville,1911,Fantasy,145,12,9.1
1517,Moby Dick,F. Scott Fitzgerald,2018,Mystery,339,13,8.2
1518,1984,Harper Lee,2013,Mystery,102,18,4.5
1519,The Odyssey,F. Scott Fitzgerald,1927,Classic,835,7,6.3
1520,War and Peace,Jane Austen,2005,Fantasy,887,12,5.5
1521,To Kill a Mockingbird,Harper Lee,2015,Romance,217,20,3
1522,The Odyssey,James Joyce,1974,Biography,808,5,3.7
1523,Ulysses,Homer,1926,Horror,758,9,8.2
1524,Pride and Prejudice,F. Scott Fitzgerald,1905,Adventure,305,6,9.6
1525,The Odyssey,James Joyce,2003,Fiction,834,14,4.9
1526,The Catcher in the Rye,Charlotte Bronte,2000,Horror,547,3,0.6
1527,Ulysses,Homer,1963,Fiction,590,17,0.3
1528,Pride and Prejudice,Leo Tolstoy,1901,Classic,370,19,8.4
1529,Ulysses,J.D. Salinger,1932,Mystery,599,8,1.2
1530,Moby Dick,Herman Melville,1960,Drama,484,20,4.5
1531,1984,Homer,1935,Horror,612,4,3.2
1532,Jane Eyre,George Orwell,2016,Biography,227,8,0.1
1533,The Catcher in the Rye,J.D. Salinger,1928,Classic,326,11,9.5
1534,Moby Dick,F. Scott Fitzgerald,1991,Mystery,638,9,1.9
1535,Pride and Prejudice,F. Scott Fitzgerald,1979,Drama,976,17,9.5
1536,War and Peace,Herman Melville,1950,Fantasy,655,19,5.8
1537,War and Peace,Harper Lee,1902,Romance,577,9,7.3
1538,The Catcher in the Rye,Harper Lee,1979,Science Fiction,609,17,1.4
1539,Jane Eyre,J.D. Salinger,1933,Classic,648,10,2.9
1540,To Kill a Mockingbird,Jane Austen,1970,Science Fiction,446,15,5.6
1541,Jane Eyre,Leo Tolstoy,1927,Horror,477,1,0.3
1542,1984,George Orwell,1996,Biography,731,19,8.2
1543,Moby Dick,James Joyce,1902,Fantasy,718,12,6.1
1544,1984,Herman Melville,1969,Biography,313,6,3.8
1545,War and Peace,Charlotte Bronte,1972,Fantasy,846,13,6.2
1546,Pride and Prejudice,Herman Melville,1944,Fantasy,513,9,4.1
1547,Ulysses,J.D. Salinger,1928,Mystery,402,13,4.9
1548,To Kill a Mockingbird,James Joyce,1934,Biography,347,14,5
1549,Jane Eyre,J.D. Salinger,1931,Romance,100,13,4.5
1550,The Odyssey,Homer,1938,Fiction,802,15,1.8
1551,Ulysses,George Orwell,1934,Horror,446,12,2.3
1552,Moby Dick,J.D. Salinger,1992,Mystery,135,14,6.2
1553,Jane Eyre,Leo Tolstoy,2017,Mystery,620,18,3.8
1554,War and Peace,James Joyce,1957,Adventure,676,7,1.5
1555,War and Peace,Homer,1980,Horror,277,17,2.8
1556,The Odyssey,Charlotte Bronte,2000,Horror,639,5,8.7
1557,Jane Eyre,Harper Lee,1913,Mystery,141,11,0.8
1558,1984,J.D. Salinger,1974,Biography,663,3,7.7
1559,Moby Dick,Harper Lee,1974,Mystery,981,19,0.5
1560,Moby Dick,James Joyce,2018,Romance,980,11,9.3
1561,1984,George Orwell,1900,Drama,263,16,3.7
1562,Pride and Prejudice,George Orwell,1947,Fiction,333,1,2
1563,The Great Gatsby,Leo Tolstoy,1951,Science Fiction,191,11,9.9
1564,War and Peace,Herman Melville,1923,Mystery,363,18,1.9
1565,The Great Gatsby,Homer,1968,Biography,445,17,9.2
1566,To Kill a Mockingbird,Charlotte Bronte,1988,Classic,135,18,7.5
1567,Jane Eyre,Harper Lee,1946,Classic,156,11,7.6
1568,To Kill a Mockingbird,Leo Tolstoy,1948,Horror,187,4,5.5
1569,War and Peace,Charlotte Bronte,1913,Fiction,661,13,6.9
1570,The Great Gatsby,Herman Melville,2017,Horror,677,14,5.4
1571,The Odyssey,Homer,1994,Fiction,557,11,6.6
1572,Jane Eyre,Jane Austen,1992,Drama,778,2,2.1
1573,Jane Eyre,George Orwell,1929,Adventure,416,4,6.6
1574,The Catcher in the Rye,Leo Tolstoy,1959,Drama,115,6,5.8
1575,1984,Leo Tolstoy,1985,Horror,525,13,1.1
1576,Jane Eyre,George Orwell,2021,Drama,555,12,1.9
1577,Ulysses,George Orwell,1929,Horror,675,1,6.5
1578,Jane Eyre,F. Scott Fitzgerald,1907,Mystery,658,15,8.9
1579,Pride and Prejudice,Charlotte Bronte,1997,Classic,588,11,3.7
1580,The Odyssey,Charlotte Bronte,1958,Science Fiction,745,15,1.3
1581,The Catcher in the Rye,Jane Austen,1920,Fiction,176,8,8.9
1582,The Great Gatsby,James Joyce,1969,Drama,833,9,6.7
1583,The Catcher in the Rye,Harper Lee,1943,Classic,394,13,7.2
1584,Ulysses,F. Scott Fitzgerald,1926,Biography,298,2,5.9
1585,To Kill a Mockingbird,Charlotte Bronte,1943,Adventure,292,2,7.1
1586,To Kill a Mockingbird,George Orwell,1921,Romance,840,16,5.5
1587,War and Peace,Harper Lee,1926,Horror,596,5,4.9
1588,1984,Homer,1994,Classic,409,18,2.3
1589,1984,James Joyce,1970,Horror,501,9,9
1590,War and Peace,Jane Austen,2013,Biography,301,7,8.9
1591,Pride and Prejudice,J.D. Salinger,1920,Fiction,181,10,4.6
